날짜,제목
2024-05-10,차량번호 수정 요청 합니다.
2024-05-10,회원카드 결제 불가
2024-05-10,차량번호 수정 부탁드립니다
2024-05-10,티머니 제휴가 안 되나요?
2024-05-10,공공기관으로 가입이 불가능한가요?
2024-05-10,차량번호 수정요청합니다.
2024-05-10,회원카드를 아직 수령하지 못했습니다.
2024-05-10,차량번호 수정요청
2024-05-10,결제 실패 사유 문의
2024-05-10,차량번호 수정요청합니다.
2024-05-10,오케이캐쉬백 포인트로 결제는 어떻게해야하나요?
2024-05-10,차량번호 수정 요청
2024-05-09,결제카드등록
2024-05-09,차량번호 변경 요청
2024-05-09,중고차 구매후 카드신청 질문
2024-05-09,차량 번호 변경 요청
2024-05-09,중고차 구매후 카드 재발급
2024-05-09,회원카드 발급후 EV이음 앱에 카드 등록시
2024-05-09,차량번호수정
2024-05-09,차량번호수정
2024-05-09,회원카드 분실 재발급 요청
2024-05-09,중고차량 구매 후 회원카드 등록
2024-05-09,중고차 등록 시 차량 중복
2024-05-09,전기차 충전 내역이 남아있지 않아 문의드립니다.
2024-05-09,회원카드 분실 재발급
2024-05-09,차량번호 변경 요청
2024-05-09,차량번호 변경 요청
2024-05-09,차량번호 변경 요청
2024-05-09,차량번호 입니다
2024-05-09,회원카드를 받았습니다.
2024-05-09,카드가 안되서 재발급신청하려는데 안됩니다. 중복이라고
2024-05-08,차랑번호 변경 부탁드립니다.
2024-05-08,차량번호 변경 요청 및 멤버십카드 관련입니다.
2024-05-08,차량번호 변경 문의부탁드립니다
2024-05-08,중고차 구매 후 차량번호 중복으로 인한 카드신청 불가 건
2024-05-08,차량번호 변경 및 카드등록
2024-05-08,회원카드 차량번호 변경 문의드립니다.
2024-05-08,중고 phev 차량 구매인데 차량등록 중복으로 카드발급을 할 수 없습니다.
2024-05-08,중고전기차구입후 멤버십카드재발급
2024-05-08,회원카드 신규(중고)
2024-05-08,차량번호 변경 부탁드립니다.
2024-05-08,차량번호변경 및 결제카드 등록
2024-05-08,LPG 차량을 무공해(저공해) 차량으로 등록 요청합니다.
2024-05-08,중고차 구입후 차번호 중복으로 등록불가
2024-05-08,중고차구매후 중복
2024-05-08,차량번호 변경 부탁드립니다
2024-05-07,카드분실로 재발급하려고 하는데..차량번호 중복이라고 카드신청이 안되네요
2024-05-07,카드비밀번호를 몰라요
2024-05-07,차량번호 변경부탁드립니다!!
2024-05-07,중고차 구매 후 중복
2024-05-07,차량번호 변경 요청 건
2024-05-07,차량번호 수정 요청
2024-05-07,차량번호 변경부탁드립니다.
2024-05-07,카드 재발급
2024-05-07,차량번호 등록 해제 및 카드 재발급
2024-05-07,회원카드재발급
2024-05-07,차량번호 변경 문의드립니다.
2024-05-07,차량번호 재 등록 요청
2024-05-07,발급된 회원카드 조회 불가
2024-05-07,차량 번호 변경 부탁드립니다
2024-05-07,회원카드 결재카드 등록
2024-05-06,회원카드 미수령 관련 문의
2024-05-06,재발급
2024-05-06,결재카드등록이 안되요
2024-05-06,중고차 구매후 차량번호 변경 건
2024-05-06,중고차 구매 후 차량번호 중복
2024-05-06,차량번호변경좀 부탁드립니다.
2024-05-06,회원카드 분실로 분실 처리 부탁 드립니다.
2024-05-05,중고차 구매시
2024-05-05,중고차구매로 차량중복 문제 해결 요청
2024-05-05,환경부 충전카드 분실 / 재발급
2024-05-05,신차 구입 - 차량번호 변경요청
2024-05-05,결제비밀번호
2024-05-05,중고차 구입 후 신규 등록 시 차량번호 중복
2024-05-04,중고차 구매 후 신규 등록시 차량번호 중복
2024-05-04,차량번호 변경 문의드립니다.
2024-05-04,중고차 구입 후 차량번호 중복
2024-05-04,회원카드 분실로 인한 재발급
2024-05-04,회원카드인증이 안됨
2024-05-04,중고 전기차 구매 후 충전카드 발급
2024-05-04,차량 번호 등록
2024-05-04,중고차구입..
2024-05-04,차량번호 등록 요청
2024-05-04,충전카드 분실시
2024-05-03,차량번호 변경
2024-05-03,중고차 구매후 카드 신청
2024-05-03,법인용 회원카드
2024-05-03,회원카드 반송으로 인한 미배송 문의
2024-05-03,충전카드 등록 차량 변경요청
2024-05-03,회원카드 연동 차량번호 변경
2024-05-03,중고차 구입후 차량등록
2024-05-03,법인사업자 회원카드 등록 관련
2024-05-03,카드 재발급에 따른 이전 카드 이용 내역 조회 이용 불가 관련
2024-05-03,차량번호 변경
2024-05-03,법인 회원명 변경
2024-05-03,차량번호 변경요청
2024-05-02,차량번호변경건
2024-05-02,차량 번호 변경
2024-05-02,차량번호 변경 건
2024-05-02,중고 전기차 구매 후 카드 발급
2024-05-02,결제카드 문의 드립니다.
2024-05-02,차량 번호 변경
2024-05-02,차량번호 및 카드 등록
2024-05-02,분실신고 합니다.
2024-05-02,차량번호 변경 및 결재카드 등록 문의
2024-05-02,차량번호변경 및 카드등록
2024-05-02,차량번호변경 및 결재카드등록
2024-05-02,회원카드 분실로 인한 재발급 신청
2024-05-02,차량번호 변경 요청
2024-05-02,회원카드 분실로 인한 재발급 신청
2024-05-02,회원카드 차량번호 변경방법
2024-05-02,차량번호 변경 요청 건
2024-05-02,충전카드 차량번호 변경
2024-05-02,분실신고된 회원카드를 찾았습니다. 재사용문의
2024-05-02,안녕하세요
2024-05-02,카드 대리수령
2024-05-01,환경부 카드재발급은 어찌하나요?
2024-05-01,중고 전기차 구매 후 등록
2024-05-01,등록된 결제 카드와 실제 결제된 신용카드가 다릅니다
2024-05-01,환경부카드 차번호 변경 부탁드려요
2024-05-01,환경부 카드 차량번호 변경
2024-05-01,저공해차 / 내차 무공해 확인 조회 안됨
2024-05-01,회원카드 발급후 결제카드 등록시 조회안됨
2024-05-01,회원카드 분실로 인한 재발급 요청
2024-05-01,중고차 구매후 차량번호등록
2024-04-30,차량 번호 교체 요청 드립니다.
2024-04-30,회원카드 재발급 요청드립니다.
2024-04-30,이미 충전된 카드
2024-04-30,카드 재발급 요청 합니다.
2024-04-30,회원/로밍 결제 방법
2024-04-30,회원카드 모바일 또는 웹에 등록하는법
2024-04-30,차량번호 수정
2024-04-30,회원카드 차량번호 수정
2024-04-30,환경부카드 재발급 요청 드립니다.
2024-04-30,환경부 카드 분실
2024-04-30,중고차 구매후 차량번호 중복
2024-04-29,중고 전기차 구매 이미등록된 차량번호 카드신청 불가
2024-04-29,카드 번호 오류 관련
2024-04-29,환경부 카드 차량번호 변경 요청드립니다.
2024-04-29,결제카드 등록의건
2024-04-29,회원카드결제 오류
2024-04-29,서울숲르씨엘 충전소 위치 변경요청
2024-04-29,결제카드비밀번호 횟수오류라는데 어떻게해야하나요?
2024-04-29,차량번호 등록 변경 요청 합니다.
2024-04-29,중고차 구매후 충전카드 신청
2024-04-29,회원카드 삭제 및 번호변경
2024-04-29,환경부 카드 차량번호 변경
2024-04-29,요금조회 및 영수증 출력 관련
2024-04-29,회원카드분실
2024-04-29,회원카드 등기 수령을 못했습니다.
2024-04-29,회원카드 분실
2024-04-28,아파트 완속충전기 이용가능 범위
2024-04-28,중고차 구입후 차량 등록이 안됩니다.
2024-04-28,환경부 카드 차량번호 변경
2024-04-28,카드발급
2024-04-27,차량번호 등록 및 카드 상태 확인 요청
2024-04-27,차량번호 변경으로 인한 차대번호 연동 요청
2024-04-27,회원카드 차량번호 등록 요청
2024-04-27,회원카드 사용불가 확인 요청
2024-04-27,차량번호 변경 요청건입니다
2024-04-27,충전카드 차량번호 등록
2024-04-27,중고차 구입후 회원카드신청이 안됩니다.
2024-04-27,차량 번호 변경 요청
2024-04-27,회원카드 조회가 안됨
2024-04-26,회원카드
2024-04-26,회원카드 등록 차량번호 변경 요청
2024-04-26,환경부 카드 분실
2024-04-26,충전카드 분실 관련
2024-04-26,회원카드 관련
2024-04-26,카드재발급후 콜센터 카드회원 미확인 및 결제불가
2024-04-26,아산 문화공원2주차장
2024-04-26,회원카드 등록 차량번호 변경 요청
2024-04-26,회원카드등록 차량번호 변경 요청
2024-04-26,회원카드 등록 차량번호 변경 요청
2024-04-26,환경부 카드 등록된 차량 번호 변경요청
2024-04-26,중고차구매 차량번호 중복으로인한 카드발급 안됩니다.
2024-04-25,충전 영수증 발급
2024-04-25,환경부카드로 결제해도 사이트에서 조회가 안됩니다.
2024-04-25,차량번호 변경 및 결제카드 등록
2024-04-25,차량번호 변경요청
2024-04-25,차량번호 변경
2024-04-25,차량번호 변경
2024-04-25,환경부카드 분실로 재발급 문의
2024-04-25,차량번호 번경
2024-04-25,환경부 충전카드를 분실해서 재발급 받고 싶습니다.
2024-04-25,환경부 카드가 오지 않아 재발급 신청하려고 하는데 차량번호가 중복이라 신청이 되지 않습니다.
2024-04-25,중고차 구매로 차량번호 중복으로 카드 신청이 안됩니다
2024-04-24,카드신청 관련
2024-04-24,차량번호 변경
2024-04-24,전기차 회원카드 발급 비용이 있는지 문의드립니다
2024-04-24,회원카드 차량 번호 변경 요청
2024-04-24,회원카드 분실로 인한 재발급 요청
2024-04-24,sns 간편로그인 해제
2024-04-24,저공해구매차량 제외승인신청
2024-04-24,차량번호 변경 요청
2024-04-24,등록된 차량 번호 변경 요청
2024-04-24,가까운 충전소 찾기 관련 문의
2024-04-24,회원카드 등록에 등록 된 차량 번호 수정 및 결재 카드 등록관련
2024-04-24,중고차 구매 후 회원카드
2024-04-23,중고차 구입으로 충전카드 발급 불가 관련
2024-04-23,차량번호변경 요청
2024-04-23,중고차 구매 후 카드 신규등록
2024-04-23,회원카드 등록 답변내용으로 작성합니다
2024-04-23,회원카드 차량번호 변경 요청
2024-04-23,차량번호 변경 요청
2024-04-22,중고차 구매
2024-04-22,중고차 구매 차량번호 중복
2024-04-22,회원카드 발급후 결제카드 등록할려는데 카드가 안뜹니다
2024-04-22,개인정보관리 이름을 변경하고 싶은데 어떻게 해야할까요?
2024-04-22,회원정보 이름 변경 문의
2024-04-22,중고차 구매 차량번호 중복
2024-04-22,결제 후 승인처리 소요기간
2024-04-22,결제한 내역은 있는데 홈페이지에 충전 내역이 안뜹니다.
2024-04-22,표지발급시 2차 본인인증 없애주세요
2024-04-21,모바일멤버십카드
2024-04-21,공동명의 차량의 경우 카드 등록은 누구 앞으로?
2024-04-20,차량중복으로 결재카드 등록이 안되요
2024-04-20,중고차 구매후 중복번호로 인한 카드발급불가
2024-04-20,중고차 구매후 번호중복
2024-04-20,차량번호변경
2024-04-19,차량번호입력
2024-04-19,중고 전기차 구입으로인한 중복문제
2024-04-19,충전 카드 미수령
2024-04-19,충전 및 결재내역 확인
2024-04-19,차량신청후 회원신청가능 여부
2024-04-19,차량번호 수정 문의
2024-04-19,아이폰 회원카드 등록 및 결제카드 등록
2024-04-19,충전금액 조회 불가
2024-04-19,충전 영수증이 필요합니다
2024-04-19,차량 번호 수정이요
2024-04-18,결재카드 등록이 안되요
2024-04-18,차량 번호 변경 요청드립니다.
2024-04-18,개인정보 관련
2024-04-18,카드정보수정 및 결제카드 등록이 안됩니다
2024-04-18,카드 분실로 인하여 재발급 문의
2024-04-18,전기차 매도 후 환경부 카드 해지 방법
2024-04-18,결제한 내역은 있는데 홈페이지에 충전 내역이 안뜹니다.
2024-04-18,사업자 번호 상이
2024-04-18,회원카드 재사용
2024-04-18,차량 및 결제카드 변경 등록 신청
2024-04-18,공공기관/관공서 명의로 가입이 가능할까요?
2024-04-18,결제카드등록
2024-04-18,충전카드 결제카드 등록 및 차량번호 변경
2024-04-17,오늘 카드 받아서 앱에 등록 했는데 분실신고된 카드라고 나옵니다
2024-04-17,차량번호 변경
2024-04-17,미납된 결제이력이 나옵니다.
2024-04-17,차량번호 변경 요청
2024-04-17,차량번호 변경요청
2024-04-16,타사 카드 로밍방법
2024-04-16,회원카드 등록바랍니다.
2024-04-16,차량 번호 등록 부탁드립니다
2024-04-16,요금 결제
2024-04-16,차량 결재 등록 관련
2024-04-16,중고차 구매후 차량 번호를 변경했습니다.
2024-04-16,"회원카드를 수령했는데, 결재 카드 등록을 할 수 없네요.."
2024-04-15,카드 수령지 변경
2024-04-15,결재오류
2024-04-15,비밀번호 변경
2024-04-15,공공급속충전시설 평균조치기간 문의
2024-04-15,차량번호 변경 후 영수증 문의
2024-04-15,저공해차량 증명서 발급
2024-04-14,카드 해지 요청
2024-04-14,회원카드 차량번호 수정 요청
2024-04-14,차량번호 수정요청
2024-04-13,맴버십 카드 차량번호 변경
2024-04-13,차량번호변경요청 및 카드분실관련 문의
2024-04-13,결제카드등록 차량번호 변경
2024-04-12,차량번호 변경 요청
2024-04-12,등록차량번호 변경 요청
2024-04-12,카드 정보 변경
2024-04-12,실물카드 발급완료
2024-04-12,영수증에 나와있는 차량번호 변경 가능 여부
2024-04-12,차량등록번호 변경요청
2024-04-12,차량 번호 변경 요청 드립니다
2024-04-12,차량번호 변경 요청
2024-04-11,회원카드 차량번호 변경 요청합니다.
2024-04-11,1)차량번호 변경 2)분실카드 삭제 부탁드립니다.
2024-04-11,회원카드 차량번호 변경 요청합니다.
2024-04-11,회원카드 해지 절차방법
2024-04-11,차량 번호 변경 부탁드립니다
2024-04-11,법인차량 등록
2024-04-10,비밀번호 오류횟수초과
2024-04-10,차량번호 변경 요청의 건
2024-04-10,차량번호변경및 결제카드 신청
2024-04-10,회원카드 차량번호 수정 요청합니다.
2024-04-10,차량번호 변경 및 카드 등록 요청 드립니다.
2024-04-10,차량번호 변경 및 결제카드 신청합니다.
2024-04-09,차량번호 변경 및 결제카드등록 신청합니다
2024-04-09,타기관 이용요금 조회 시 충전소명 표기
2024-04-09,충전이력 확인 불가
2024-04-09,개인사업자 카드 등록실패
2024-04-09,카드분실
2024-04-09,차량등록번호 변경 신청합니다.
2024-04-08,차량번호 등록 요청
2024-04-08,전기차 변경하였는데요
2024-04-08,충전한 내역이 보이지 않습니다
2024-04-08,회원카드 결재가 안됨
2024-04-08,결제 관련 문의
2024-04-08,충전내역 확인
2024-04-08,수소차 충전요금 전북 요금이 검색되지 않음
2024-04-08,기존 전기차 매도 후 다른 전기차 구입했는데요. 회원카드 다시 발급받아야 하는지요?
2024-04-08,회원 카드 차량번호 변경 요청
2024-04-08,카드결제 된 거 매출전표는 없나요?
2024-04-08,차량번호 변경은 어떻게 하나요?
2024-04-08,가까운 충전소 찾기 기능개선요청(주차요금 별도 발생 표기 요청)
2024-04-07,환경부카드 받았는데 결재카드 등록화면에 아무것도 안뜹니다.
2024-04-07,차량 번호 등록 및 카드 등록 관련
2024-04-07,차량번호 변경하고자 합니다
2024-04-07,회원카드 차량번호 수정 요청합니다.
2024-04-07,카드분실
2024-04-06,카드의 차량번호 변경이 필요합니다.
2024-04-06,전기차 매도 후 멤버십 카드 해지
2024-04-06,회원카드조회 안됨.
2024-04-06,카드 신청 발급완료라고 뜨지만 아직 배송이 안왔습니다.
2024-04-05,발급 받은 카드의 차량 번호 등록 부탁드립니다
2024-04-05,결제카드 등록 불가
2024-04-05,차량번호 수정
2024-04-05,비밀번호 설정 문의
2024-04-05,차량번호 수정요청
2024-04-05,"차량번호 수정이 필요하며, 결재카드 등록이 안되요"
2024-04-05,후불결제 설정 문의
2024-04-04,결제카드 등록 후 미등록 카드로 인식
2024-04-04,차량번호수정요청
2024-04-04,환경부 충전기 사용 시 원단위 절사 관련 문의 합니다.
2024-04-04,차량번호 변경 요청 드립니다.
2024-04-04,타기관 이용요금 조회 후 출력이 안됩니다.
2024-04-04,등록 차량번호 문의 드립니다.
2024-04-04,카드등록 및 원단위 결제 문의
2024-04-04,결재카드 등록이 안되요
2024-04-04,법인카드 등록시 카드메모란 문의
2024-04-04,차량번호 수정부탁드립니다.
2024-04-03,차량번호 수정부탁드립니다.
2024-04-03,차량번호 수정부탁드립니다.
2024-04-03,회원카드 해지 요청 드립니다.
2024-04-03,결재카드등록이 안됩니다
2024-04-03,원단위 결제
2024-04-03,결재카드등록이 안됩니다
2024-04-03,회원카드 해지 문의합니다
2024-04-03,이용요금 조회 오류
2024-04-03,환경부 충전기 외 충전문의사항
2024-04-03,원단위 결제
2024-04-03,차량번호 변경요청
2024-04-02,차량번호 변경 요청드립니다.
2024-04-02,회원카드문의
2024-04-02,회원카드 등록이 되지 않습니다
2024-04-02,차량번호 입력을하고 싶습니다
2024-04-02,이용요금 결제방법 문의
2024-04-02,차량번호 수정어떻게 하나요?
2024-04-02,차량번호 변경 어떻게 하나요?
2024-04-02,관용차량 담당자를 변경하고자 합니다.
2024-04-02,차량충전
2024-04-01,차량 번호 수정을 어디가서 해야하나요?
2024-04-01,결제카드 등록 불가
2024-04-01,(법인사업자) 담당자 이름 변경
2024-04-01,무공해차업무지원시스템 로그인 시 본인인증 생략 요청
2024-04-01,차량번호
2024-04-01,결제카드 등록이 안됩니다.
2024-04-01,최근 고속도로충전기나 몇몇 일부충전기에서 충전실패나 오류로 충전이 안됩니다
2024-04-01,회원카드 재배송 부탁합니다
2024-03-31,사용자인증실패(503)
2024-03-31,법인 명의 담당자 이름 변경 요청
2024-03-30,환경부카드 차량번호 변경 요청드립니다
2024-03-29,충전 요금 문의
2024-03-29,법인차량 (이용자 변경에 따른 변경 요청의 건)
2024-03-29,문의드립니다
2024-03-29,이용요금 조회가 되지 않습니다. 확인 부탁드립니다.
2024-03-29,차량번호 변경 부탁드립니다
2024-03-29,차량번호 변경요청
2024-03-29,차량번호 변경 부탁드립니다
2024-03-29,환경부 카드로 모든 브랜드의 전기차 충전기를 사용할 수 있나요?
2024-03-29,결제카드등록에서 발급받은 카드가 조회되지 않습니다
2024-03-28,차량번호 변경 부탁드립니다
2024-03-28,차량번호 수정
2024-03-28,차량번호 변경 부탁드립니다.
2024-03-28,차량번호 등록
2024-03-28,표지발급
2024-03-28,차량번호 변경 요청드립니다.
2024-03-28,환경부 발급카드 후불제 도입 건의
2024-03-28,무공해차업무지원시스템
2024-03-28,충전카드 차량번호 변경요청
2024-03-28,등록 차량 번호 변경 요청
2024-03-28,무공해차 표지발급 본인인증
2024-03-28,100%충전은 어떻게 하나요?
2024-03-28,환경부 카드 등록 카드 문의의 건.
2024-03-27,차량번호변경요청
2024-03-27,카드번호가 달라요
2024-03-27,충전카드 차량번호 변경 요청
2024-03-27,카드 해지 방법 문의
2024-03-27,차량 번호 수정 요청
2024-03-27,충전카드 관련
2024-03-27,결제금액 문의
2024-03-27,차량번호 등록(변경) 부탁드립니다.
2024-03-26,문의합니다
2024-03-26,"차량번호수정, 결재카드등록 관련"
2024-03-26,전기차충전소 로밍사업자 충전요금 갱신주기 및 API
2024-03-26,전기차 평균 연비 문의
2024-03-26,회원카드 차량 번호 변경 요청
2024-03-26,법인회원카드발급문의
2024-03-26,등록 차량번호 변경 및 결재카드 등록
2024-03-26,충전했는데 내역이 뜨지 않고 연결카드로 청구되지 않습니다.
2024-03-26,해지 요청 드립니다.
2024-03-26,차량번호 변경 요청
2024-03-26,차량번호변경
2024-03-26,차량번호 변경 요청드립니다.
2024-03-26,회원카드 해지 방법 문의드립니다.
2024-03-25,차량번호 변경 요청
2024-03-25,차량번호 변경 요청합니다.
2024-03-25,저공해자동차 조회
2024-03-25,카드 등기로받았는데
2024-03-25,환경부 카드 차량번호 변경 부탁드립니다.
2024-03-25,본인 인증 관련
2024-03-25,차량 2대 완충과 급속 각각 다른
2024-03-25,차량 번호 변경 부탁드려요
2024-03-25,회원카드 미수령 문의
2024-03-25,차량 번호 수정 요청
2024-03-25,환경부카드 자동차 번호 수정 요청
2024-03-25,차량 번호 변경 요청
2024-03-25,차량번호 변경요청
2024-03-24,회원카드 발급완료로 나오고 아직 안왔어요
2024-03-24,차량번호 등록문의
2024-03-24,"환경부 실물 카드를 수령하지 못했는데, 회원카드 관리에서 카드가 발급 완료되었다고 나오네요 ㅠㅠ"
2024-03-24,차량넘버변경
2024-03-23,충전카드 문의드립니다.
2024-03-23,저공해차량 회원카드 발급관련 문의
2024-03-23,결제카드 등록 카드안뜸
2024-03-23,차량번호 등록을 어떻게
2024-03-22,멤버십카드사용불가
2024-03-22,"회원카드 및 결제카드 등록, 차량번호 수정"
2024-03-22,차량번호 변경 요청
2024-03-22,회원카드 등록 및 차량번호 변경
2024-03-22,차량번호 변경 요청
2024-03-22,차량번호 변경 요청
2024-03-22,저공해차량 조회
2024-03-22,이용요금 조회 문의
2024-03-22,차량번호 변경의 건
2024-03-22,차량번호변경요청
2024-03-22,충전전류 및 전비의 산정
2024-03-22,차량번호 변경
2024-03-22,법인명의의 회원카드 연동 결제카드
2024-03-22,차량번호 변경 요청
2024-03-22,1268 카드결제 해주세요
2024-03-21,차량번호 변경문의
2024-03-21,차량 번호 변경 요청드립니다.
2024-03-21,차량번호 변경 문의
2024-03-21,차량번호 변경 요청드립니다.
2024-03-21,충전기 목표금액
2024-03-21,결제카드 등록 관련
2024-03-21,차량번호 변경 요청드립니다.
2024-03-21,차량번호 변경 부탁드립니다
2024-03-21,카드 접수
2024-03-21,차량번호변경
2024-03-21,차량번호 변경 요청
2024-03-21,차량번호변경
2024-03-20,충전시설 현황 관련 문의
2024-03-20,발급받은 환경부카드 사용불가
2024-03-20,회원카드와 연결된 차량번호 변경 신청
2024-03-20,차량번호 교체
2024-03-20,차량번호 변경부탁드립니다.
2024-03-20,회원카드 차량번호 재등록 문의
2024-03-20,카드발급되었는데 아직 카드등록을 못했습니다.
2024-03-20,차량번호 교체
2024-03-20,회원카드 배송 문의
2024-03-20,차량번호변경
2024-03-20,차량번호 변경 신청
2024-03-19,차량번호 변경 문의
2024-03-19,환경부 카드 차량번호 변경 요청
2024-03-19,카드발급 및 결제카등록문의
2024-03-19,차량번호 변경 신청
2024-03-19,차량번호 변경요청
2024-03-19,차량번호 변경 신청
2024-03-19,비공용완속충전기 사용중 충전커넥터와 차량충전단자 녹아서 결착된 사건 처리 문의
2024-03-19,관악구 힐스테이트뉴포레아파트 전기차 충전시설 현황 표시 요청합니다.
2024-03-19,차량번호 변경 신청
2024-03-19,카드 받았는데 등록이 안되있는뎅
2024-03-18,차량번호 변경신청
2024-03-18,차량번호 변경 신청
2024-03-18,"차량번호등록, 결제카드 등록 하나도안되네"
2024-03-18,만들어도 신용카드 등록을 할수가 없으니... 무용지물이네..
2024-03-18,"카드 수령완료 하였으나, 카드등록을 위한 카드가 찾아지지 않습니다."
2024-03-18,회원카드 해지 방법
2024-03-18,회원카드 받았는데 결제카드 등록이 안되요ㅠㅠ
2024-03-18,차량번호 수정 요청 드립니다
2024-03-18,결재카드 등록 오류
2024-03-18,차량번호 수정 요청 부탁 드립니다
2024-03-18,차량번호 수정부탁드립니다
2024-03-18,학교 충전기 일반/전기차 겸용 구역
2024-03-18,차량번호변경 요청합니다
2024-03-18,완속충전을 위한 카드 발급 문의
2024-03-18,차량번호 수정 요청건
2024-03-17,차량번호 변경 요청
2024-03-17,차량번호 변경요청 드립니다
2024-03-17,회원카드에 차량번호 오등록에 대한 수정요청의 건
2024-03-17,회원카드 확인
2024-03-17,차량 번호 수정 요청 및 결제카드 등록이 안됩니다
2024-03-17,차량번호 변경 부탁드립니다.
2024-03-17,결제금액 상이 문의 드려요
2024-03-17,차량번호 변경
2024-03-17,결제카드등록에서 회원카드 조회가 되지않습니다.
2024-03-16,"회원카드 수령했는데, 차량번호 변경 및 결제카드 등록 요청요."
2024-03-16,결제카드 등록이 안됩니다.
2024-03-16,차량번호 변경 및 결제카드 등록
2024-03-16,차량 번호 변경시 문의
2024-03-16,차량범호 변경 요청
2024-03-16,본인인증번호
2024-03-16,차량변경 요청
2024-03-16,차량번호 변경부탁드립니다.
2024-03-16,차량번호 변경을 부탁 드립니다.
2024-03-16,차량번호 변경 부탁드립니다
2024-03-15,차량번호 변경의 건
2024-03-15,결제카드 등록 조회시 정보가 없습니다
2024-03-15,결재카드등록
2024-03-15,결제카드 차량번호 변경 등록 부탁합니다
2024-03-15,이용요금조회가 안됩니다(재질의)
2024-03-15,차량번호 변경 요청 드립니다. 그리고 결재카드 등록을 하려고하는데 카드가 조회되지 않습니다.
2024-03-15,회원카드 차량번호 등록
2024-03-15,차량번호 변경
2024-03-15,차량번호 변경 요청 드립니다. 그리고 결재카드 등록에서 카드가 조회가 안됩니다.
2024-03-15,이용요금조회가 안됩니다
2024-03-14,차량 번호 수정 부탁합니다.
2024-03-14,차량번호 등록부탁드려요
2024-03-14,차량 번호 변경 요청합니다.
2024-03-14,아파트 외부인 충전 관련 문의
2024-03-14,멤버십 카드정보 변경 및 결제카드 등록
2024-03-14,카드 신청했는데..
2024-03-14,"차량정보 입력(수정), 결제카드 등록 방법"
2024-03-14,차량번호 변경 요청
2024-03-14,기관 차량 구매 관련 문의 드립니다.
2024-03-14,차량 번호 변경 요청드립니다.
2024-03-14,차량번호 변경 및 결제 카드 등록
2024-03-14,회원카드 분실
2024-03-14,차량번호 변경요청드립니다.
2024-03-14,영수증 조회가 안되요
2024-03-14,회원카드 접수 완료 시기 회신 요청
2024-03-13,문의
2024-03-13,차량번호 변경 요청
2024-03-13,법인회원가입 및 회원카드 문의
2024-03-13,차량번호 변경 요청힙니다.
2024-03-13,전기차충전기 정기점검 관련
2024-03-13,차량번호 변경 요청
2024-03-13,차량 번호 변경
2024-03-13,충전카드 차량번호 변경요청
2024-03-13,공공충전인프라 멤버쉽카드 발급 관련문의입니다
2024-03-12,회원카드 신청을 해서 발급은 됐는데 결제카드 등록에 발급받은 회원카드가 뜨지 않아요
2024-03-12,차량번호변경
2024-03-12,기본정보 변경 문의
2024-03-12,카드 신청 및 발급상태 확인 요망.
2024-03-12,타기관 충전요금 결제 지연 문의
2024-03-12,차량번호 변경 및 회원카드 배송문의
2024-03-12,충전카드 발급
2024-03-12,회원카드 문의 드립니다.
2024-03-12,[제안] 전기차 충전 결제 휴대폰 결제 제안 드립니다.
2024-03-12,차량변경 요청을 드립니다.
2024-03-12,문의
2024-03-12,차량번호 오기로 변경 부탁드립니다.
2024-03-12,결제 오류 후 재결제 문의
2024-03-11,영수증 내역 관련
2024-03-11,차량번호 변경 요청드립니다.
2024-03-11,카드등록
2024-03-11,카드등록 및 결제카드 등록
2024-03-11,카드신청 취소
2024-03-11,회원카드 차량번호 변경 관련
2024-03-11,차량 번호 변경 부탁드립니다.
2024-03-11,회원카드 차량 번호 변경 부탁드립니다.
2024-03-10,등록 차량번호변경 요청
2024-03-09,과금형 충전기 사용 질문
2024-03-09,자동차번호 변경
2024-03-09,차량번호변경요청드려요
2024-03-09,자동차번호 변경 요청
2024-03-09,차량 번호 변경 요청드립니다.
2024-03-09,차량번호 변경 요청
2024-03-08,차량번호변경
2024-03-08,차량번호등록 수정
2024-03-08,차량번호 변경
2024-03-08,차량 번호 변경 요청 드립니다
2024-03-08,차량번호 변경요청
2024-03-08,차량번호 변경 요청
2024-03-08,법인회원가입 문의
2024-03-08,차량번호 변경 요청
2024-03-08,카드 차량번호 변경을 요청드립니다.
2024-03-08,차량번호 변경 요청 드립니다.
2024-03-08,차량번호 변경 해주세요
2024-03-08,회원카드 차량번호 변경 요청드립니다.
2024-03-07,카드 차량 번호 변경 요청합니다
2024-03-07,결제카드 등록 및 차량정보 수정 요청
2024-03-07,회원카드 정보 변경요청
2024-03-07,국내 충전기 설치 현황
2024-03-07,카드 차량번호 변경
2024-03-07,차량번호 변경
2024-03-06,완충으로 인한 신용카드 결재 이후 남은 금액 환불 문의
2024-03-06,회원카드 발급후 정보수정(차량번호 변경)이 안되나요
2024-03-06,카드변경
2024-03-06,결제내역 확인부탁
2024-03-06,카드 차량번호 변경 요청
2024-03-06,테스트
2024-03-06,법인사업자 회원가입 문의드립니다.
2024-03-06,확인 부탁드립니다.
2024-03-06,전기사업법 기준 관련 문의
2024-03-06,저공해 3종 올해부터 없어지는건지 알고싶어요
2024-03-06,플러그인 하이브리드 차량 - 회원카드 발급
2024-03-06,비공개 질의응딥 확인 불가
2024-03-05,차량번호변경요청
2024-03-05,전기차충전시설 유지보수 민원신청
2024-03-05,회원정보 수정요청
